aahe: aahed
yoan: tanyoan
ankk: tankka
nkka: tankka
tanp: tanproof
aoiy: taoiya
oiya: taoiya
taoy: taoyin
aoyi: taoyin
taon: taonurus
aonu: taonurus
taos: taos
taot: taotai
aota: taotai
ayax: tapayaxin
pasv: tapasvi
asvi: tapasvi
phep: taphephobia
apij: tapijulapane
piju: tapijulapane
ijul: tapijulapane
ceop: tapinceophalism
pley: tapleyism
tapm: tapmost
apsm: tapsman
puyo: tapuyo
taql: taqlid
aqli: taqlid
qlid: taqlid
rafd: tarafdar
afda: tarafdar
fdar: tarafdar
areq: tareq
ffiz: tariffize
iqat: tariqat
keea: tarkeean
arlt: tarltonize
rlto: tarltonize
arnk: tarnkappe
rnka: tarnkappe
roks: taroks
ufia: tartufian
tasb: tasbih
asbi: tasbih
sbih: tasbih
hnag: tashnagist
skmi: taskmistress
tasl: taslet
tatb: tatbeb
tbeb: tatbeb
tatl: tatler
atmj: tatmjolk
tmjo: tatmjolk
mjol: tatmjolk
jolk: tatmjolk
tatp: tatpurusha
ooag: tattooage
uasu: tatuasu
ukir: tatukira
aulc: taulch
gthu: taungthu
ernr: tavernry
rnry: tavernry
tavg: tavghi
avgh: tavghi
vghi: tavghi
tavy: tavy
tavs: tavs
tawg: tawgi
awpy: tawpy
tawt: tawtie
axam: taxameter
xiab: taxiable
xiar: taxiarch
xiau: taxiauto
axib: taxibus
xidr: taxidriver
axyi: taxying
axip: taxiplane
xipl: taxiplane
axor: taxor
xpai: taxpaid
taze: tazeea
zeea: tazeea
tbsp: tbsp
tbss: tbssaraglot
bssa: tbssaraglot
tcaw: tcawi
kovs: tchaikovsky
irek: tcheirek
ontz: tchervontzi
hetn: tchetnitsi
etni: tchetnitsi
eaey: teaey
ttyk: teapottykin
teav: teave
hnip: techniphone
cnol: tecnology
tecp: tecpanec
cpan: tecpanec
ethb: teethbrush
tumw: teetotumwise
whaa: teewhaap
tegg: tegg
tegs: tegs
guex: teguexin
uexi: teguexin
egug: teguguria
huec: tehueco
teih: teihte
eiht: teihte
teil: teil
teio: teioid
eioi: teioid
teja: tejano
tejo: tejon
kedy: tekedye
teky: tekya
ekya: tekya
elak: telakucha
laku: telakucha
akuc: telakucha
lehy: telehydrobarometer
evox: televox
lurh: tellurhydric
loog: teloogoo
ogoo: teloogoo
skam: temiskaming
pehs: tempehs
pliz: templize
ptso: temptsome
mseb: temsebread
nisd: tennisdom
nuic: tenuicostate
nuio: tenuious
nazt: teponaztli
aztl: teponaztli
ztli: teponaztli
ermw: termwise
rorp: terrorproof
ruah: teruah
eruy: teruyuki
ruyu: teruyuki
ceog: testaceography
esuq: tesuque
suqu: tesuque
aamy: tetraamylose
ctys: tetractys
ahym: tetrahymena
aspg: tetraspgia
etrd: tetrdra
trdr: tetrdra
etrs: tetrsyllabical
trsy: tetrsyllabical
ttix: tettix
criu: teucrium
teuf: teufit
eufi: teufit
ufit: teufit
tewl: tewly
wtaw: tewtaw
texc: texcocan
texg: texguino
exgu: texguino
xgui: texguino
extm: textman
xtma: textman
xtui: textuist
zonc: tezcatzoncatl
ezcu: tezcucan
zcuc: tezcucan
ezke: tezkere
zker: tezkere
ezki: tezkirah
zkir: tezkirah
ddeu: thaddeus
akau: thamakau
nkyo: thankyou
kyou: thankyou
arfc: tharfcake
giny: tharginyah
spiu: thaspium
atll: thatll
thav: thave
heah: theah
baic: thebaic
eftb: theftbote
eftd: theftdom
eftp: theftproof
egnd: thegndom
gndo: thegndom
egnh: thegnhood
gnla: thegnland
egnw: thegnworthy
gnwo: thegnworthy
heya: theyaou
eyao: theyaou
eirn: theirn
heyv: theyve
eyve: theyve
ceaf: thenceafter
cefr: thencefrom
heoh: theohuman
eohu: theohuman
eokr: theokrasia
riai: theoriai
eowd: theowdom
moam: thermoammeter
moex: thermoexcitory
rmoj: thermojunction
moju: thermojunction
ojun: thermojunction
mosw: thermoswitch
hiab: thiabendazole
efcr: thiefcraft
fcra: thiefcraft
iefp: thiefproof
efpr: thiefproof
iefw: thiefwise
efwi: thiefwise
yiad: thyiad
acyn: thylacynus
ylak: thylakoid
ymeg: thymegol
ymey: thymey
ymoq: thymoquinone
hyms: thyms
gpar: thinkingpart
iogy: thiogycolic
ogyc: thiogycolic
gyco: thiogycolic
yrad: thyraden
eoad: thyreoadenitis
rstp: thirstproof
rtyt: thirtytwomo
tytw: thirtytwomo
ytwo: thirtytwomo
womo: thirtytwomo
hisw: thiswise
hitk: thitka
hixl: thixle
ngch: thlingchadinne
gcha: thlingchadinne
oftf: thoftfellow
ftfe: thoftfellow
oght: thoght
caor: thoracaorta
hbra: thoroughbrace
ghpa: thoroughpaced
ghpi: thoroughpin
ghsp: thoroughsped
hwax: thoroughwax
ortv: thortveitite
tvei: thortveitite
htki: thoughtkin
reip: threip
ymsa: thrymsa
boki: thrombokinase
ghco: throughcome
ughk: throughknow
ghkn: throughknow
hkno: throughknow
ghpu: throughput
hruo: thruout
uout: thruout
uthv: thruthvang
thva: thruthvang
hruv: thruv
thub: thuban
thuc: thucydidean
hucy: thucydidean
ucyd: thucydidean
hugd: thugdom
thui: thuidium
huid: thuidium
huyo: thuyopsis
uyop: thuyopsis
ujen: thujene
hujy: thujyl
ujyl: thujyl
huji: thujin
ujin: thujin
ujop: thujopsis
jops: thujopsis
hulr: thulr
mbbi: thumbbird
mbpi: thumbpiece
bpie: thumbpiece
huno: thunor
thuo: thuoc
huoc: thuoc
hurb: thurberia
husg: thusgate
usga: thusgate
husn: thusness
rtov: thwartover
iahu: tiahuanacan
tiao: tiao
tyau: tyauve
yauv: tyauve
ibey: tibey
ckea: tickeater
ckic: tickicide
ktoe: ticktacktoe
ydde: tydden
yddy: tyddyn
edyw: tiddledywinks
tyde: tydeus
ydeu: tydeus
ydie: tydie
idyt: tidytips
ytip: tidytips
tief: tiefenthal
tigg: tigger
htkn: tightknit
tigt: tigtag
tyig: tyigh
tykh: tykhana
ykha: tykhana
ikka: tikka
kkun: tikkun
tikl: tiklin
ikoo: tikoor
ilmu: tilmus
etrp: timetrp
usno: timorousnous
gtan: tingtang
shue: tinkershue
tynw: tynwald
ynwa: tynwald
tinz: tinzenite
tipb: tipburn
ypey: typey
tipf: tipful
hloh: typhlohepatitis
oaem: typhoaemia
hoeu: typhoeus
oeus: typhoeus
ypps: typps
typw: typw
ntcr: tyrantcraft
rhut: tirhutia
tirm: tirma
irrl: tirrlie
rrli: tirrlie
irrw: tirrwirr
rrwi: tirrwirr
rwir: tirrwirr
tirt: tirthankara
tirv: tirve
tirw: tirwit
tisw: tiswin
itfe: titfer
ngpe: tithingpenny
tmic: titmice
itmm: titmmice
tmmi: titmmice
tupy: tittupy
iwaz: tiwaz
zeur: tizeur
tizw: tizwin
izwi: tizwin
tjae: tjaele
jael: tjaele
tjen: tjenkal
tjos: tjosite
tjur: tjurunga
klui: tlakluit
tnpk: tnpk
ccof: tobaccofied
obik: tobikhar
obag: tocobaga
ocok: tocokinin
dlek: toddlekins
todl: todlowrie
toea: toea
toeb: toeboard
eboh: toernebohmite
fyme: toffymen
ftst: toftstead
ogaw: togawise
togt: togt
ohub: tohubohu
hubo: tohubohu
uboh: tohubohu
toyd: toydom
toyh: toyhouse
toyt: toytown
toiv: toivel
oive: toivel
tokh: tokharian
okod: tokodynamometer
tokt: toktokje
ktok: toktokje
tokj: toktokje
okje: toktokje
tolf: tolfraedic
ollk: tollkeeper
ltak: tolltaker
lual: tolualdehyde
luif: toluifera
uyls: toluyls
uols: toluols
oluq: toluquinaldine
luqu: toluquinaldine
usaf: tolusafranine
lzey: tolzey
mjoh: tomjohn
mjon: tomjon
tomk: tomkin
mmyb: tommybag
myba: tommybag
mmyc: tommycod
mrig: tomrig
mtat: tomtate
uepl: tongueplay
uone: tonitruone
tonj: tonjon
onnl: tonnland
onsb: tonsbergite
ooar: tooart
olsy: toolsy
olsl: toolslide
lsli: toolslide
olsm: toolsmith
thpo: toothpowder
hpow: toothpowder
pazf: topazfels
azfe: topazfels
pazy: topazy
pazo: topazolite
pcap: topcap
pchr: topchrome
opfi: topfilled
ophp: tophphi
opiw: topiwala
piwa: topiwala
ftic: toploftical
pmau: topmaul
opoa: topoalgia
opsl: topsl
opsp: topspin
opss: topssmelt
pssm: topssmelt
opsw: topswarm
orye: toryess
ryfy: toryfy
oryh: toryhillite
ryhi: toryhillite
yhil: toryhillite
rywe: toryweed
ronj: toronja
rsks: torsks
ssut: tossut
oaba: totoaba
totq: totquot
ttum: tottum
tuav: totuava
uchh: touchhole
oufi: toufic
oumn: toumnah
istp: touristproof
towg: towght
towy: towy
towk: towkay
wkay: towkay
wnsb: townsboy
wnsc: townscape
towz: towzie
oxap: toxaphene
toxc: toxcatl
xice: toxicemia
xiha: toxihaemia
ihae: toxihaemia
xihe: toxihemia
xota: toxotae
tpke: tpke
beae: trabeae
eaec: tracheaectasy
aect: tracheaectasy
heoe: tracheoesophageal
heof: tracheofissure
eopy: tracheopyosis
ngsc: trackingscout
ksui: tracksuit
desf: tradesfolk
devm: tradevman
evma: tradevman
vman: tradevman
ficw: trafficway
cway: trafficway
gicn: tragicness
hefe: tranchefer
anfd: tranfd
nsaq: transaquatic
nsax: transaxle
saxl: transaxle
lizm: transcendentalizm
sdiu: transdiurnal
nsfa: transfashion
nsfd: transfd
ansj: transjordanian
nsjo: transjordanian
sjor: transjordanian
smue: transmue
snih: transnihilation
spyl: transpyloric
srho: transrhodanian
nsst: transstellar
nssu: transsubjective
nsvo: transvolation
nswr: transwritten
anzs: tranzschelia
nzsc: tranzschelia
ezat: trapezate
ezif: trapeziform
ezio: trapeziometacarpal
ziom: trapeziometacarpal
asfo: trasformism
autv: trautvetteria
tvet: trautvetteria
awlb: trawlboat
wlbo: trawlboat
awln: trawlnet
wlne: trawlnet
adwh: treadwheel
easr: treasr
reey: treey
eeif: treeify
refg: trefgordd
efgo: trefgordd
fgor: trefgordd
ordd: trefgordd
rekb: trekboer
kboe: trekboer
reko: trekometer
rekp: trekpath
ekpa: trekpath
eksc: trekschuit
lisw: trelliswork
hmor: trenchmore
epak: trepak
iamc: triamcinolone
amci: triamcinolone
bady: tribady
besf: tribesfolk
iclc: triclclinia
acna: tridacna
duam: triduam
riee: trieennia
rieq: triequal
ifov: trifoveolate
ijun: trijunction
ikay: trikaya
rimt: trimtram
imtr: trimtram
ityh: trinityhood
ityt: trinitytide
tyti: trinitytide
oecs: trioecs
iolc: triolcous
ypaf: trypaflavine
pafl: trypaflavine
rsam: tryparsamide
pmad: tripmadam
ptyq: triptyque
tyqu: triptyque
ripw: tripwire
pwir: tripwire
ratn: triratna
ezas: tristezas
iceu: triticeum
mfet: triumfetta
viry: triumviry
iuns: triunsaturated
rivv: trivvet
vvet: trivvet
roez: troezenian
oeze: troezenian
oiad: troiades
ndhj: trondhjemite
dhje: trondhjemite
hjem: trondhjemite
pfow: troopfowl
phyw: trophywort
hywo: trophywort
picb: tropicbird
icbi: tropicbird
cbir: tropicbird
opoy: tropoyl
poyl: tropoyl
tcoz: trotcozy
hpli: trothplight
otsk: trotskyism
welb: trowelbeak
trps: trpset
uckd: truckdriver
ruei: trueing
ruep: truepenny
effk: tscheffkinite
ltad: tsiltaden
gtau: tsingtauite
taui: tsingtauite
tsot: tsotsi
kupi: tsukupin
umeb: tsumebite
tsut: tsutsutsi
uath: tuath
bbec: tubbeck
tubh: tubhunter
ubik: tubik
uboa: tuboabdominal
boab: tuboabdominal
tubt: tubtail
ubup: tubuphone
otuc: tucotuco
tucs: tucson
ucso: tucson
ucut: tucutucu
utuc: tucutucu
tueb: tuebor
tuei: tueiron
ufal: tufalike
ftaf: tuftaffeta
uftl: tuftlet
tugh: tughra
tugm: tugman
tuik: tuik
tuyu: tuyuneiri
uyun: tuyuneiri
tuke: tuke
tukr: tukra
tulb: tulbaghia
tulk: tulkepaia
lkep: tulkepaia
tumf: tumfie
umio: tumion
tuml: tumli
umtu: tumtum
mtum: tumtum
umup: tumupasa
mupa: tumupasa
agsl: tundagslatta
gsla: tundagslatta
tunf: tunful
tunh: tunhoof
tuny: tuny
tunm: tunmoot
unnl: tunnland
upek: tupek
uquo: tuquoque
quoq: tuquoque
uoqu: tuquoque
banw: turbanwise
rbeh: turbeh
boal: turboalternator
boex: turboexciter
bopu: turbopump
opum: turbopump
urfd: turfdom
urfw: turfwise
urji: turjite
rjit: turjite
urkd: turkdom
rkiz: turkize
rlup: turlupin
rnaw: turnaway
rndu: turndun
urng: turngate
ipwe: turnipweed
npok: turnpoke
urnr: turnrow
rnsc: turnscrew
urnv: turnverein
rnve: turnverein
iseb: turquoiseberry
ropd: turveydropdom
turw: turwar
usay: tusayan
skwi: tuskwise
sahs: tussahs
sehs: tussehs
tutb: tutball
tuth: tuth
oiem: tutoiement
tutn: tututni
tuwi: tuwi
tuza: tuza
tuzl: tuzla
uzla: tuzla
tuzz: tuzzle
twaf: twafauld
wafa: twafauld
twag: twagger
nkay: twankay
wazz: twazzy
weag: tweag
weeg: tweeg
twey: tweyfold
weyf: tweyfold
ftht: twelfthtide
lvef: twelvefold
yfou: twentyfourmo
twyb: twyblade
wybl: twyblade
wifa: twifallow
igso: twigsome
twyh: twyhynde
wyhy: twyhynde
yhyn: twyhynde
winh: twinhood
wirk: twirk
twyv: twyver
ixtb: twixtbrain
xtbr: twixtbrain
twod: twodecker
twoh: twohandedness
woha: twohandedness
woli: twoling
twon: twoness
wosc: twoscore
tzaa: tzaam
zaam: tzaam
tzap: tzapotec
zets: tzetse
tzis: tzitzis
tzol: tzolkin
zolk: tzolkin
zotz: tzotzil
tzur: tzuris
utuh: tzutuhil
tuhi: tzutuhil
ayeb: uayeb
uaup: uaupe
ubii: ubii
ucuu: ucuuba
cuub: ucuuba
uuba: ucuuba
euet: ueueteotl
eotl: ueueteotl
uhll: uhllo
hllo: uhllo
uhte: uhtensang
uhts: uhtsong
uhur: uhuru
uigh: uighur
ighu: uighur
intj: uintjie
ntji: uintjie
iyoe: ukiyoe
iyoy: ukiyoye
yoye: ukiyoye
lnad: ulnad
lnae: ulnae
lnom: ulnometacarpal
ulri: ulrichite
aedu: ultraeducationist
aenf: ultraenforcement
raev: ultraevangelical
aexp: ultraexpeditious
afeu: ultrafeudal
ahig: ultrahigh
alux: ultraluxurious
aorn: ultraornate
apru: ultraprudent
asev: ultrasevere
asue: ultrasuede
augl: ultraugly
aurg: ultraurgent
uluh: uluhi
umau: umaua
belw: umbelwort
bilr: umbilroot
umfa: umfaan
mfaa: umfaan
faan: umfaan
umga: umgang
iaqs: umiaqs
ummp: ummps
mmps: ummps
mouh: umouhile
ouhi: umouhile
umpq: umpqua
mpqu: umpqua
pqua: umpqua
ptek: umptekite
mquh: umquhile
quhi: umquhile
htig: unalachtigo
nasl: unasleep
naxl: unaxled
unaz: unazotized
nbay: unbay
nbej: unbejuggled
nbob: unbobbed
nboh: unbohemianize
ittn: unbrittness
ncaj: uncajoling
ncyp: uncypress
cleh: unclehood
hgre: uncompahgre
pyab: uncopyable
ncuf: uncuffed
elyl: undelylene
rbuo: underbuoy
rdau: underdauber
fong: underfong
rgao: undergaoler
rgna: undergnaw
adue: undergraduette
rgru: undergrub
rhew: underhew
rlye: underlye
rmim: undermimic
rpry: underpry
rpuk: underpuke
rsky: undersky
rveg: undervegetation
rwef: underweft
lgab: undivulgable
ndug: undug
nenh: unenhanced
nenk: unenkindled
nenw: unenwoven
nfaw: unfawning
nfew: unfew
unff: unffroze
nffr: unffroze
nfom: unfomented
nfop: unfoppish
goab: unforgoable
utuo: unfrutuosity
nguz: unguzzled
nhef: unhefted
nhex: unhex
nhig: unhigh
nhoc: unhocked
nhoe: unhoed
nhog: unhogged
nhot: unhot
nhue: unhued
nhug: unhugged
nhuz: unhuzzaed
nyac: unyachtsmanlike
ibiv: unibivalent
iemb: uniembryonate
nieq: uniequivalent
nink: uninked
ntrl: unintrlined
trli: unintrlined
nyol: unyolden
nirh: unirhyme
niwe: uniwear
njad: unjaded
njag: unjagged
njap: unjapanned
nkam: unkamed
nkep: unkept
nkic: unkicked
nkna: unknave
nlax: unlax
nlef: unleft
nlyc: unlycanthropize
nliz: unlizardlike
nlot: unlotted
unlt: unltraconservative
nltr: unltraconservative
nluf: unluffed
nmaz: unmaze
nmid: unmidwifed
nmop: unmopped
ewse: unnewsed
nnuz: unnuzzled
nobf: unobfuscated
noft: unoften
npam: unpampered
leln: unparallelness
npeb: unpebbled
npim: unpimpled
npiq: unpiqued
npoa: unpoached
biln: unpredictabilness
npry: unprying
npud: unpuddled
lsab: unrepulsable
nroi: unroiled
nrra: unrra
nrro: unrrove
nrug: unrugged
nshn: unshness
nsyr: unsyringed
okif: unsmokified
nsod: unsodden
nsot: unsotted
nswu: unswung
ftih: unthriftihood
iabn: untriabness
untt: unttrod
ntuf: untufted
ntug: untugged
nupd: unupdated
nvam: unvamped
nvat: unvatted
unvy: unvying
nvom: unvomited
nwaf: unwafted
nwef: unweft
nwem: unwemmed
nwep: unwept
nwim: unwimple
nwof: unwoful
nwot: unwotting
nwry: unwry
nwru: unwrung
nzep: unzephyrlike
upav: upavenue
pbay: upbay
pben: upbend
pbid: upbid
pbye: upbye
pbuy: upbuy
pbul: upbulging
pcau: upcaught
upci: upcity
pcit: upcity
pcol: upcolumn
pcry: upcry
pcus: upcushion
pdec: updeck
pdel: updelve
pdos: updos
pdov: updove
peyg: upeygan
eyga: upeygan
pfee: upfeed
pfie: upfield
pfle: upflee
pflu: upflung
upfr: upframe
pfra: upframe
pfur: upfurl
pgan: upgang
upge: upget
pget: upget
pgiv: upgive
pgle: upglean
pgli: upglide
pgor: upgorge
pgre: upgrew
pgul: upgully
pgus: upgush
uphh: uphhove
phho: uphhove
hhov: uphhove
upya: upyard
upyo: upyoke
pyok: upyoke
pisl: upisland
pjer: upjerk
upki: upkindle
pkne: upknell
pkni: upknit
upmi: upmix
pmix: upmix
pmov: upmove
uppb: uppbad
ppba: uppbad
pbad: uppbad
pplu: uppluck
powo: uppowoc
owoc: uppowoc
ppuf: uppuff
upqu: upquiver
pshu: upshut
upsk: upskip
upsm: upsmite
upsn: upsnatch
pspu: upspurt
upsr: upsring
psri: upsring
psun: upsun
psup: upsup
pswo: upswollen
pswu: upswung
ptub: uptube
ptuc: uptuck
upva: upvalley
pval: upvalley
upvo: upvomit
pvom: upvomit
pwax: upwax
pwen: upwent
pwit: upwith
pwou: upwound
pwra: upwrap
pwro: upwrought
roaz: uroazotometer
ursp: ursprache
urui: uruisg
uisg: uruisg
ukue: urukuena
kuen: urukuena
hiye: urushiye
btiu: ushabtiu
sneo: usneoid
ussr: ussr
rerl: usurerlike
urpm: usurpment
urpt: usurption
uucp: uucpnet
ucpn: uucpnet
cpne: uucpnet
uveo: uveous
uvve: uvver
uzba: uzbak
zbak: uzbak
zbeg: uzbeg
zbek: uzbek
aadi: vaadim
gmer: vaagmer
couf: vacouf
cuef: vacuefy
cuua: vacuua
uuma: vacuuma
uume: vacuumed
vady: vady
vafr: vafrous
vagb: vagbondia
agif: vagiform
vagn: vagnera
vayu: vayu
vaiv: vaivode
jras: vajrasana
kils: vakils
vakk: vakkaliga
kkal: vakkaliga
kyrs: valkyrs
valm: valmy
louw: valouwe
vamf: vamfont
mfon: vamfont
vamm: vammazsa
mmaz: vammazsa
mazs: vammazsa
azsa: vammazsa
vamu: vamure
vanb: vanbrace
vanf: vanfoss
vanj: vanjarrah
ntgu: vantguard
vanw: vanward
vapp: vappa
varg: vargueno
cuop: variocuopler
uopl: variocuopler
likt: varnpliktige
ikti: varnpliktige
hegy: vashegyite
egyi: vashegyite
gyit: vashegyite
vasq: vasquine
salr: vassalry
augn: vaugnerite
vaum: vaumure
ntmu: vauntmure
tmur: vauntmure
vauq: vauquelinite
vaur: vaurien
vaus: vaus
vavs: vavs
vawn: vawntie
awnt: vawntie
vaws: vaws
vedu: veduis
gecu: vegeculture
ehmg: vehmgericht
hmge: vehmgericht
mger: vehmgericht
ejov: vejovis
ejoz: vejoz
eldc: veldcraft
oens: veldschoens
skoe: veldskoen
dtsc: veldtschoen
dtsm: veldtsman
eltf: veltfare
vetb: velvetbreast
ezol: venezolano
oniv: venisonivorous
kise: venkisen
ntoy: ventoy
nusb: venusberg
usbe: venusberg
venv: venville
dahe: verandahed
rdoy: verdoy
rgob: vergobret
ligt: verligte
minp: verminproof
ulue: vermoulue
vece: vervecean
vesb: vesbite
vesk: veskit
spuc: vespucci
sicn: vessicnon
vesz: veszelyite
esze: veszelyite
szel: veszelyite
vetk: vetkousie
etko: vetkousie
tkou: vetkousie
veuv: veuve
vexf: vexful
exfu: vexful
viaj: viajaca
viam: viameter
vyas: vyase
vibg: vibgyor
ibgy: vibgyor
bgyo: vibgyor
gyor: vibgyor
ibix: vibix
roie: viceroies
icev: viceversally
timh: victimhood
timl: victimless
ualr: victualry
ddui: viddui
dduy: vidduy
vidh: vidhyanath
idhy: vidhyanath
vidr: vidry
duag: viduage
kleu: vierkleur
ietc: vietcong
ietm: vietminh
iewy: viewy
ieww: viewworthy
vifd: vifda
imoq: vigesimoquarto
vigg: viggle
vihu: vihuela
ijay: vijay
ijao: vijao
lagy: villagy
iaum: villiaumite
vima: vimana
vimf: vimful
vimp: vimpa
vims: vims
vinb: vinblastine
cenz: vincenzo
gtun: vingtun
vinh: vinhatico
vinl: vinland
vinq: vinquish
olaq: violaquercitrin
vipr: vipresident
vips: vips
viqu: viqueen
virb: virbius
vyrn: vyrnwy
yrnw: vyrnwy
rnwy: vyrnwy
tuef: virtuefy
tuep: virtueproof
hnuv: vishnuvite
suoa: visuoauditory
uoau: visuoauditory
suok: visuokinesthetic
uoki: visuokinesthetic
suop: visuopsychic
vith: vithayasai
myte: vitremyte
viuv: viuva
iuva: viuva
ivax: vivax
vivd: vivda
ivda: vivda
iveu: viveur
vicr: vivicremation
xens: vixens
vizn: viznomy
izno: viznomy
znom: viznomy
vizz: vizzy
vlac: vlach
vlei: vlei
vlsi: vlsi
vmin: vmintegral
vmsi: vmsize
voar: voar
dkas: vodkas
oetg: voetganger
tsak: voetsak
tsek: voetsek
vogi: vogie
vogt: vogt
volg: volga
volh: volhynite
olhy: volhynite
lhyn: volhynite
lksr: volksraad
ksra: volksraad
upty: volupty
lusp: voluspa
vull: volvullus
vomb: vombatid
mitw: vomitwort
vomt: vomtoria
mtor: vomtoria
orhu: voorhuis
dreo: vorondreo
vorp: vorpal
vosg: vosgian
osgi: vosgian
voty: votyak
oulg: voulge
vowl: vowless
vrba: vrbaite
vrid: vriddhi
ouws: vrouws
vugs: vugs
vvll: vvll
waac: waac
waag: waag
waap: waapa
aapa: waapa
waas: waasi
wabr: wabron
wace: wace
waco: waco
wadc: wadcutter
adcu: wadcutter
wadg: wadge
wady: wady
wadl: wadlike
wadn: wadna
waeg: waeg
waer: waer
afdi: wafdist
fdis: wafdist
affn: waffness
wafl: waflib
wagh: wagh
wagu: waguha
aguh: waguha
ahah: wahahe
wahe: wahehe
aheh: wahehe
wahh: wahhabi
ahha: wahhabi
hhab: wahhabi
hpek: wahpekute
peku: wahpekute
hpet: wahpeton
wahw: wahwah
waia: waiata
aifi: waifing
ygat: waygate
waig: waiguli
wayh: wayhouse
aiil: waiilatpuan
iila: waiilatpuan
latp: waiilatpuan
tpua: waiilatpuan
aikl: waikly
aikn: waikness
ikne: waikness
waip: waipiro
wayp: waypost
aysl: waysliding
aiwo: waiwode
iwod: waiwode
wayz: wayzgoose
ayzg: wayzgoose
yzgo: wayzgoose
zgoo: wayzgoose
waja: wajang
wakf: wakf
wakh: wakhi
waky: waky
akif: wakif
akiz: wakizashi
zash: wakizashi
wakk: wakken
wakw: wakwafi
kwaf: wakwafi
wafi: wakwafi
ldgl: waldglas
dmei: waldmeister
walh: walhalla
lhic: wallhick
alll: wallless
alsp: walspere
ltzl: waltzlike
tzli: waltzlike
wama: wamara
bugu: wambugu
wamf: wamfle
mmik: wammikin
noag: wampanoag
pums: wampums
rjah: wanderjahr
jahr: wanderjahr
yaky: wanyakyusa
akyu: wanyakyusa
kyus: wanyakyusa
ppat: wappato
moow: warkamoowee
oowe: warkamoowee
rklu: warklume
rmbl: warmblooded
armm: warmmess
mths: warmths
mups: warmups
waro: warori
rryn: warryn
iorw: warriorwise
rrty: warrty
rtfl: wartflower
rtyb: wartyback
rtpr: wartproof
wasc: wasco
shdi: washdish
wasi: wasir
aspn: waspnesting
telb: wastelbread
wasu: wasukuma
wasw: waswahili
hfre: watchfree
watf: watfiv
tfiv: watfiv
ttse: wattsecond
tsec: wattsecond
waum: waumle
waup: waup
wauv: wauve
wavy: wavy
wask: wawaskeesh
waxa: waxand
waxf: waxflower
axfl: waxflower
xflo: waxflower
xhaw: waxhaw
waxy: waxy
waxl: waxlike
akbr: weakbrained
eakm: weakmouthed
ponp: weaponproof
elsn: weaselsnout
lsno: weaselsnout
ebey: webeye
bfed: webfed
ebwh: webwheel
bwhe: webwheel
wecc: wecche
weda: wedana
elns: wedelns
wedf: wedfee
edgw: wedgwood
dgwo: wedgwood
dkil: weedkiller
eklo: weeklong
eekw: weekwam
ekwa: weekwam
lfau: weelfaured
ewaw: weewaw
weei: weeweeing
ewow: weewow
wege: wegenerian
wehe: wehee
wehn: wehner
ehrl: wehrlite
hrli: wehrlite
weib: weibyeite
eiby: weibyeite
ibye: weibyeite
byei: weibyeite
weic: weichselwood
weie: weierstrassian
hbau: weighbauk
htom: weightometer
weim: weimaraner
weym: weymouth
einm: weinmannia
henk: weinschenkite
weys: weys
eisb: weisbachite
chtw: weissnichtwo
weja: wejack
weke: wekeen
weki: weki
llch: wellchosen
ldec: welldecked
llkn: wellknown
lkno: wellknown
lnig: wellnigh
ellq: wellqueme
llqu: wellqueme
llre: wellread
lshn: welshness
lshr: welshry
merz: weltschmerz
weml: wemless
wemo: wemodness
modn: wemodness
wenr: wenrohronon
nroh: wenrohronon
rohr: wenrohronon
wenz: wenzel
ehye: werehyena
ejag: werejaguar
